material,price,title
"Main: 76% Acrylic, 16% Polyester, 8% Polyamide.",£45.00,Pimkie horizontal stripe cable knit jumper in mono
"Main: 90% Acrylic, 10% Polyester.",£45.00,Labelrail x Pose and Repeat fitted cardigan in multi pastel stripe
Main: 100% Cotton.,£45.00,People Tree hand knitted crochet sleeveless cardigan
"Body: 59% Cotton, 41% Viscose.",£45.00,Reclaimed Vintage zip up knitted cropped jumper  in neon plated rib
"Main: 50% Polyester, 40% Acrylic, 10% Polyamide.",£45.00,Monki chunky knitted polo neck jumper in blue
"Main: 48% Polyamide, 42% Polyester, 5% Elastane, 5% Wool.",£45.00,Weekday Ellen v-neck sweater in brown
"Main: 54% Cotton, 38% Polyamide, 6% Wool, 2% Elastane.",£45.00,& Other Stories crew neck knitted sweater in green
"Main: 57% Polyester, 38% Cotton, 5% Wool.",£45.00,Weekday Emmy high neck jumper in charcoal 
Main: 100% Polyester.,£45.00,Weekday Annie jumper in brown
"Main: 75% Acrylic, 25% Nylon.",£45.00,ASOS DESIGN longline jumper in open stitch in green
"Body: 59% Viscose, 39% Polyamide, 2% Elastane, Collar: 100% Polyester, Sleeve: 53% Viscose, 47% Polyamide.",£45.00,Urban Revivo shirred off the shoulder jumper in purple
Main: 100% Acrylic.,£45.00,Reclaimed Vintage unisex aztec knitted jumper
Body: 100% Acrylic.,£45.00,COLLUSION Unisex knitted jumper with knibble detail in charcoal
"Main: 50% Viscose, 28% Polyester, 22% Nylon.",£45.00,Vero Moda Tall volume sleeve jumper in green
Main: 100% Wool.,£45.00,& Other Stories wool blend argyle sweater in black and off white
"Main: 72% Viscose, 28% Polyamide.",£45.00,Monki ribbed cardigan in green
Body: 100% Acrylic.,£45.00,COLLUSION Unisex knitted space dye jumper with brand logo
"Body: 36% Cotton, 35% Acrylic, 24% Polyamide, 5% Linen.",£45.00,Free People spacedye fitted jumper in multi
"Main: 86% Acrylic, 7% Polyamide, 7% Polyester.",£45.00,ASOS DESIGN one shoulder jumper in cable in cream
"Main: 73% Nylon, 27% Acrylic.",£45.00,ASOS DESIGN jumper in swirl pattern in fluffy yarn in pink and red
"Main: 50% Viscose, 27% Nylon, 23% Polyester.",£45.00,Object long sleeve knitted top co-ord in oatmeal
"Main: 81% Polyester, 16% Viscose, 3% Elastane.",£45.00,New Look striped double tie front cardi with lettuce edge in brown
Main: 100% Cotton.,£45.00,adidas Originals 'ski chic' rib track top with fluffy trims in oatmeal 
Main: 100% Polyester.,£45.00,Daisy Street Plus relaxed knitted jumper in pink green space dye
"Main: 48% Viscose, 27% Polyester, 25% Polyamide.",£45.00,Vila Curve frill detail wrap cardigan in green
"Main: 63% Viscose, 37% Polyamide.",£45.00,Urban Revivo knitted vest with strawberry motif
Main: 100% Cotton.,£45.00,Lacoste long sleeve t-shirt with large logo in blue
"Main: 34% Wool, 25% Viscose, 24% Mohair, 17% Polyamide.",£45.00,& Other Stories wool crochet vest in orange
"Main: 51% Acrylic, 49% Cotton.",£45.00,ASOS DESIGN edge to edge cardigan in crochet open stitch in cream
"Main: 75% Polyester, 22% Acrylic, 3% Elastane.",£45.00,ASOS DESIGN high neck jumper in fluffy yarn in pink
,£45.00,Topshop knitted v -neck dress in ivory
Body: 100% Acrylic.,£45.00,The Ragged Priest cropped relaxed jumper with distressing detail & yarns
,£45.00,Monki two tone knit top in blue and orange
"Main: 58% Polyester, 38% Acrylic, 4% Spandex.",£45.00,Topshop Tall knitted crop jumper in mink
"Main: 65% Cotton, 35% Acrylic.",£45.00,Cotton:On colourblock mini cardigan in multi
"Main: 52% Acrylic, 20% Polyamide, 18% Polyester, 10% Elastane.",£30.00,Vila long sleeve top with cut out in brown
Natural stretch,£45.00,Morgan knitted jumper in pink
Ribbed texture,£30.00,ASOS DESIGN knitted button through midi dress in space dye
Main: 100% Acrylic.,£30.00,ASOS DESIGN Petite cardigan in swirl pattern
Fluffy finish,£30.00,Topshop knitted shrunken cardi in neutral space dye pattern
Soft and warm,£30.00,Labelrail x Pose and Repeat cropped cardigan in fluffy space dye with daisy button
Soft finish,£45.00,ASOS DESIGN Curve jumper with wave pattern in black
"Main: 75% Cotton, 25% Polyester.",£30.00,ellesse cropped jumper and legging short co-ord in grey and black 
,£30.00,Topshop statement sleeve knitted jumper in yellow
Main: 100% Acrylic.,£30.00,Miss Selfridge crochet shrug in black
Main: 100% Cotton.,£30.00,Levi's 1/4 zip sweatshirt in multi
"Main: 66% Viscose, 30% Polyamide, 4% Elastane.",£30.00,Calvin Klein Jeans zip up jumper on black 
"Main: 81% Polyester, 7% Acrylic, 7% Nylon, 5% Wool.",£30.00,Pieces textured high neck button detail jumper in blue marl
Body: 100% Acrylic.,£30.00,Yours Exclusive crew neck jumper in black
"Main: 91% Polyester, 6% Polyamide, 3% Elastane.",£30.00,Bershka crewneck jumper in grey
"Main: 52% Viscose, 28% Polyester, 20% Nylon.",£30.00,ASOS DESIGN Maternity crew neck jumper in stripe in black & white
"Main: 84% Acrylic, 16% Polyester.",£30.00,ASOS DESIGN Tall jumper with high neck in tiger print
"Main: 95% Polyester, 5% Elastane.",£30.00,COLLUSION fur trim maxi cardigan in black 
Main: 100% Acrylic.,£30.00,ASOS DESIGN v neck jumper in slub yarn in cream
"Main: 75% Acrylic, 25% Nylon.",£30.00,ASOS DESIGN longline jumper in open stitch in oatmeal 
Main: 100% Acrylic.,£30.00,Native Youth high neck layering jumper in soft brown
Main: 100% Cotton.,£30.00,Monki relaxed jumper in brown countryside scenic knit
"Main: 55% Polyester, 37% Acrylic, 6% Nylon, 2% Elastane.",£30.00,ASOS DESIGN oversized jumper in fluffy yarn in neutral zebra pattern
Main: 100% Polyester.,£30.00,ASOS DESIGN textured v neck top with buttons in stone
"Main: 62% Viscose, 38% Polyamide.",£30.00,Morgan knitted top in blue  
"Main: 75% Acrylic, 22% Nylon, 3% Elastane.",£30.00,ASOS DESIGN Petite jumper with zip collar in fluffy yarn in cobalt blue
Main: 100% Acrylic.,£30.00,In The Style exclusive knitted cut out detail jumper in blue
"Main: 95% Polyester, 5% Wool.",£30.00,Topshop knitted crop cardi in cream
Main: 100% Viscose.,£30.00,ASYOU keyhole cut out knitted wrap top in blue
Main: 100% Acrylic.,£30.00,Vila cable knit high neck jumper in cream
,£30.00,ASOS DESIGN Curve boxy jumper in v neck with rib in black
,£30.00,Weekday Bounce jumper in green swirl print
Lightweight feel,£30.00,Vero Moda collar detail puff sleeve jumper in blue
,£30.00,ASOS DESIGN edge to edge boxy cardigan in oatmeal
"Main: 60% Polyester, 35% Viscose, 5% Elastane.",£30.00,Mamalicious Maternity long sleeve knitted jumper in red and white stripes
"Main: 41% Acrylic, 30% Polyester, 29% Polyamide.",£30.00,Urban Revivo collegiate sleeveless vest jumper in green
Main: 100% Acrylic.,£30.00,ASOS DESIGN knitted off shoulder crop top in stripe
Main: 100% Cotton.,£30.00,Hollister crew neck knitted jumper in black
"Main: 52% Polyester, 38% Acrylic, 8% Wool, 2% Elastane.",£30.00,& Other Stories wrap cardigan in yellow
"Main: 97% Polyester, 3% Elastane.",£30.00,Weekday Anais knitted cardigan in Red and Khaki 
"Main: 97% Polyester, 3% Wool.",£30.00,Monki knitted jumper in yellow and off white stripe
Main: 100% Cotton.,£30.00,Under Armour rival fleece half zip jumper in grey
"Main: 75% Acrylic, 25% Cotton.",£30.00,ASOS DESIGN Tall open stitch hem jumper in black
"Main: 90% Polyester, 8% Wool, 2% Elastane.",£30.00,Monki ribbed knitted sweater in black
"Main: 47% Acrylic, 29% Polyamide, 24% Polyester.",£30.00,Mango high neck jumper in bright pink
"Main: 75% Acrylic, 25% Cotton.",£30.00,ASOS DESIGN Petite jumper with tipped hem in khaki and pink
"Main: 50% Polyester, 32% Acrylic, 18% Polyamide.",£30.00,Vila Curve lattice knit jumper in cream
"Main: 80% Acrylic, 20% Polyester.",£30.00,JJXX chunky knit jumper in pink and red colour block
"Main: 58% Viscose, 25% Polyester, 17% Polyamide.",£30.00,Urban Revivo cut out shoulder knitted top in green
"Main: 63% Viscose, 37% Nylon.",£30.00,ASOS DESIGN co-ord crop knitted top with tie detail in black
"Main: 64% Polyamide, 27% Viscose, 9% Polyester.",£30.00,ASOS DESIGN knitted top with fluffy and sheer stitch stripes in black
"Main: 76% Viscose, 24% Polyamide.",£30.00,Urban Revivo fine ladder knit jumper in black
"Main: 50% Acrylic, 50% Viscose.",£30.00,ASOS DESIGN Petite crew neck jumper in sheer rib yarn in cream
"Main: 68% Viscose, 32% Polyester.",£30.00,ASOS DESIGN Curve knitted top with sweetheart neck and faux feather trims in black
Main: 100% Acrylic.,£30.00,In The Style exclusive knitted wrap detail jumper in sage
Main: 100% Viscose.,£30.00,ASYOU hook and eye knitted wrap top in charcoal
Body: 100% Polyester.,£30.00,Daisy Street relaxed knitted jumper with dice print
Lightweight feel,£30.00,ASOS EDITION crew neck jumper in grey marl
"Main: 80% Acrylic, 20% Nylon.",£30.00,ASOS DESIGN knitted striped longline cardigan in cobalt blue and light blue
Main: 100% Polyester.,£30.00,ASOS DESIGN jumper in pointelle stitch and open back detail in white
"Main: 66% Wool, 18% Acrylic, 16% Nylon.",£30.00,Selected Femme brushed knitted jumper in lime 
"Main: 50% Polyamide, 50% Wool.",£30.00,Weekday Tina lightweight knitted sweater in brown tie dye print
"Main: 60% Cotton, 40% Acrylic.",£30.00,Free People striped round neck jumper in multi
"Main: 72% Acrylic, 28% Polyamide.",£30.00,Topshop knitted open stitch jumper in pink
"Main: 46% Acrylic, 28% Polyester, 26% Nylon.",£30.00,Only knitted half zip jumper with pocket detail in cream
"Main: 63% Polyester, 37% Viscose.",£30.00,ASOS DESIGN knitted top with cut out shoulder and neck detail in black
"Main: 68% Viscose, 32% Polyamide.",£30.00,ASOS DESIGN Curve knitted top with cut out and knot front detail in black
"Main: 57% Cotton, 37% Acrylic, 5% Nylon, 1% Elastane.",£30.00,Hollister slim cropped cable knit cardigan in green 
Main: 100% Cotton.,£30.00,Y.A.S cotton heart crochet cardigan with jewel buttons in red
"Fabric 1: 67% Cotton, 33% Polyester.",£30.00,River Island Milan Sweat in Yellow
"Main: 50% Polyester, 40% Acrylic, 10% Polyamide.",£30.00,Monki cable knit cropped jumper in brown
Main: 100% Cotton.,£30.00,Santa Cruz scribble knit jumper in multi
"Main: 64% Polyamide, 36% Acrylic.",£18.00,Miss Selfridge lash oversized jumper in cream
Main: 100% Acrylic.,£18.00,Threadbare Vida collared v neck oversized jumper in stripe
"Main: 70% Acrylic, 27% Nylon, 3% Elastane.",£18.00,Vero Moda lightweight v neck jumper in cream
"Main: 70% Viscose, 30% Polyamide.",£30.00,ASOS DESIGN Petite knitted top with sweetheart collar in white
"Main: 80% Acrylic, 20% Polyester.",£30.00,Miss Selfridge open knit ruched punk knit jumper in lime green 
Main: 100% Cotton.,£18.00,ASOS DESIGN Christmas sweatshirt with glitter favourite jumper print in black
"Fabric: 55% Polyester, 25% Acrylic, 18% Polyamide, 2% Elastane.",£18.00,New Look crew neck jumper in dark grey
"Main: 89% Acrylic, 11% Polyamide.",£18.00,Miss Selfridge Petite strawberry jaquard jumper in black
Main: 100% Acrylic.,£18.00,Noisy May Petite scoop neck jumper in yellow & pink cherry print
"Main: 60% Polyester, 40% Acrylic.",£18.00,Pieces Curve balloon sleeve jumper in black
"Main: 67% Acrylic, 25% Polyester, 5% Wool, 3% Elastane.",£18.00,ASOS DESIGN boxy crew neck jumper in khaki
"Main: 88% Polyester, 6% Elastane, 6% Polyamide.",£18.00,ASOS DESIGN Petite maxi cardigan with pockets in black
"Main: 58% Polyester, 38% Acrylic, 4% Spandex.",£18.00,Topshop Petite knitted crew neck jumper in mink
"Main: 52% Polyester, 48% Acrylic.",£18.00,Pieces Petite ribbed roll neck jumper in pastel colourblock
"Main: 61% Acrylic, 34% Polyester, 5% Metallised fibres.",£18.00,ASOS DESIGN Petite oversize jumper with metallic stitch in blue and gold
Main: 100% Acrylic.,£18.00,Only Petite exclusive roll neck jumper in camel
"Main: 52% Polyester, 48% Acrylic.",£18.00,ASOS DESIGN Petite cable cardigan with embellishment in beige
"Main: 81% Polyester, 15% Acrylic, 4% Wool.",£18.00,Only Petite chunky knit jumper in camel
"Main: 64% Acrylic, 36% Polyester.",£18.00,Miss Selfridge Petite heritage chunky cable jumper in green 
"Main: 68% Polyamide, 19% Viscose, 13% Polyester.",£18.00,ASOS DESIGN Petite Christmas jumper in eyelash knit with metallic tree
Main: 100% Acrylic.,£18.00,Vila Petite roll neck jumper with balloon sleeves in khaki green
"Main: 80% Polyester, 20% Acrylic.",£18.00,Pieces Petite slogan half zip jumper in pink & red
"Main: 51% Polyester, 46% Acrylic, 3% Elastane.",£18.00,ASOS DESIGN Curve open collar rib jumper in brown
Added stretch,£18.00,Vero Moda longline cardigan in charcoal
"Main: 96% Polyester, 4% Elastane.",£18.00,Pull&Bear crew neck soft knitted jumper in brown
"Main: 42% Viscose, 40% Nylon, 18% Polyester.",£18.00,River Island metallic knit top with sweetheart neckline in green
,£18.00,
"Main: 84% Acrylic, 16% Nylon.",£18.00,ASOS DESIGN tie back sleeveless jumper in ecru
"Main: 52% Polyester, 23% Acrylic, 16% Nylon, 6% Elastane, 3% Wool.",£18.00,Vero Moda maternity wrap cardigan in chocolate brown 
"Main: 60% Acrylic, 31% Polyester, 5% Wool, 4% Elastane.",£18.00,Pimkie wool mix v neck longline jumper in cream
"Main: 97% Nylon, 3% Elastane.",£18.00,ASOS DESIGN sheer textured mesh shrug cardigan in black
Main: 100% Polyester.,£18.00,ASOS DESIGN open knit texture shrug cardigan in ecru
"Main: 35% Polyester, 32% Viscose, 28% Acrylic, 5% Wool.",£18.00,IIQUAL unisex knitted sleeveless cardigan in green
,£18.00,
"Main: 70% Polyester, 21% Nylon, 8% Wool, 1% Elastane.",£18.00,Topshop knitted fluffy fairisle jumper in grey
Body: 100% Acrylic.,£18.00,Reclaimed Vintage unisex oversized jumper in charcoal
Lightweight feel,£18.00,ASOS DESIGN jumper with lace up and stitch detail in blue
"Body: 67% Acrylic, 26% Polyester, 5% Nylon, 2% Spandex.",£18.00,COLLUSION Unisex knitted oversized jumper in orange and grey space dye
Main: 100% Cotton.,£18.00,ASOS DESIGN Tall crew neck jumper in mixed pointelle stitch in black
Ribbed texture,£18.00,Bershka cut out sleeve detail jumper in cream
"Main: 96% Acrylic, 4% Polyamide.",£18.00,ASOS DESIGN jumper with cloud pattern in black
Lightweight feel,£18.00,Y.A.S collar detail cardigan in lilac and green checkerboard
"Main: 78% Viscose, 22% Polyester.",£18.00,AllSaints Misha cardigan in black
,£18.00,
Lightweight feel,£18.00,Vero Moda longline cardigan in grey
,£18.00,
"Fabric 1: 68% Nylon, 19% Acrylic, 13% Polyester.",£18.00,River Island Shoulder Pad Boutique Cardigan in Coral
"Main: 50% Viscose, 28% Polyester, 22% Polyamide.",£18.00,Pimkie oversized knitted jumper in ecru with navy stripe
"Main: 42% Viscose, 40% Nylon, 18% Polyester.",£18.00,River Island sheer panel long sleeve top in black
"Main: 71% Polyamide, 18% Viscose, 11% Polyester.",£18.00,Weekday Cora hairy knit jacquard jumper in mustard
"Main: 78% Polyester, 18% Viscose, 4% Elastane.",£18.00,Vero Moda Tall chunky v neck jumper in camel
"Main: 81% Acrylic, 19% Polyester.",£18.00,Only ribbed high neck jumper in bright pink
,£18.00,Monki mesh tie front cardigan in blue tie dye
"Main: 65% Acrylic, 35% Polyester.",£18.00,Miss Selfridge open knit fluffy balloon sleeve jumper in ivory 
Main: 100% Cotton.,£18.00,Topshop colour block vest in multi
Lightweight feel ,£18.00,ASOS DESIGN jumper with halter neck and cut out front in brown
,£18.00,JJXX jacquard knit cardigan in green wave pattern
,£18.00,ASOS DESIGN cardigan with butterfly pattern in black
Lightweight feel,£18.00,Mamalicious Maternity jumper with floral prairie collar in blue
Lightweight feel,£18.00,NA-KD oversized cardigan in burgundy 
Lightweight feel,£18.00,ASOS DESIGN oversized jumper in stripe pattern in black
"Main: 70% Viscose, 30% Polyamide.",£18.00,NA-KD short sleeve cardigan with faux pearl buttons in light green
"Main: 51% Acrylic, 49% Cotton.",£18.00,ASOS DESIGN crop jumper with open stitch hem
"Main: 70% Cotton, 30% Polyester.",£18.00,Only textured jumper in pink and orange print
"Main: 77% Cotton, 23% Polyester.",£18.00,Pull&Bear 'NYC' varsity oversized sweat in black
Main: 100% Polyester.,£18.00,Pimkie v neck collar jumper in navy and white stripe
Main: 100% Acrylic.,£18.00,Pull&Bear waffle knit jumper in ecru stripe
"Main: 81% Polyester, 16% Acrylic, 3% Elastane.",£18.00,River Island ribbed roll neck jumper in orange
,£18.00,ASOS DESIGN Petite edge to edge boxy cardigan in grey
Main: 100% Cotton.,£18.00,Polo Ralph Lauren Julianna icon logo cotton cable knit jumper in lilac
"Main: 48% Viscose, 31% Polyester, 21% Nylon.",£18.00,River Island button neck jumper in pink
Main: 100% Cotton.,£18.00,Obey flower knitted top in white
"Main: 48% Viscose, 30% Polyester, 22% Polyamide.",£18.00,Simply Be animal print jumper in pastel blue
"Main: 58% Cotton, 42% Acrylic.",£35.00,Kickers blue Y2K ribbed knitted jumper
"Main: 52% Polyester, 41% Acrylic, 4% Wool, 3% Elastane.",£35.00,Monki fluffy knitted jumper in pink and cream stripe
"Main: 62% Nylon, 38% Acrylic.",£18.00,River Island fluffy knit jumper in grey
"Fabric: 81% Polyamide, 19% Polyester.",£35.00,Morgan fluffy knit high neck jumper in black and white stripe
"Main: 60% Wool, 27% Polyamide, 10% Mohair, 3% Elastane.",£35.00,& Other Stories chunky knit jumper in grey medium dusty
"Main: 52% Polyester, 41% Acrylic, 4% Wool, 3% Elastane.",£35.00,Monki knitted sweater in blue twisted yarn
"Main: 45% Acrylic, 43% Viscose, 6% Metallised fibres, 6% Polyester.",£35.00,ASOS DESIGN Petite knitted top with cut out detail in silver metallic yarn
"Main: 74% Acrylic, 26% Polyamide.",£35.00,Bershka chunky knit roll neck jumper in bright orange
"Main: 79% Polyester, 13% Acrylic, 5% Wool, 3% Elastane.",£35.00,Mamalicious Maternity ribbed knit jumper in dark blue
"Main: 50% Acrylic, 50% Polyamide.",£35.00,ASOS DESIGN jumper in colour block spot pattern with cut out
